"customer_num","renewed","zip_code","purchase_month"
1771047,1,27645,"MAY"
2113916,1,27668,"JUL"
1505670,0,27693,"DEC"
2463625,1,27710,"MAR"
1908975,1,27748,"MAY"
3200867,1,27753,"FEB"
3732149,0,27783,"DEC"
2276222,0,27842,"OCT"
1505930,0,27846,"MAR"
3839844,1,27853,"FEB"
3482557,1,27882,"JUL"
3240308,1,27905,"SEP"
3029884,0,27928,"NOV"
2141091,1,27946,"AUG"
2049391,1,27948,"DEC"
1802988,1,27964,"MAR"
1521801,1,27969,"APR"
2457322,1,27978,"AUG"
2052627,1,28005,"AUG"
1757182,1,28030,"MAY"
1504464,1,28046,"APR"
2726435,1,28057,"FEB"
3230177,1,28061,"DEC"
1078572,1,28067,"AUG"
3132448,1,28089,"JAN"
1518791,1,28090,"DEC"
3354285,1,28100,"AUG"
3274608,1,28108,"SEP"
3539803,1,28114,"AUG"
3726777,1,28156,"MAR"
1951841,1,28167,"JUN"
1862220,1,28193,"JAN"
1703909,1,28216,"AUG"
3912140,1,28244,"APR"
3860625,1,28270,"OCT"
2525731,1,28282,"OCT"
2807754,0,28286,"MAR"
3874732,1,28289,"APR"
1345072,1,28291,"JUL"
2177209,0,28296,"DEC"
2566702,1,28298,"JAN"
2958754,1,28304,"JUN"
2050553,1,28318,"AUG"
3896336,1,28371,"SEP"
1804714,0,28383,"MAR"
2631790,1,28405,"JAN"
2808510,1,28441,"AUG"
2007673,1,28456,"JUN"
2126886,1,28468,"OCT"
3777232,1,28493,"SEP"
1661751,1,28511,"FEB"
1065237,1,28522,"AUG"
3503500,1,28538,"NOV"
3553504,1,28565,"NOV"
1558208,0,28567,"NOV"
3304576,1,28617,"JUN"
2575401,1,28619,"SEP"
1113498,1,28625,"SEP"
1582397,1,28648,"MAR"
2748890,1,28652,"JAN"
3439892,1,28689,"MAY"
2467659,1,28708,"DEC"
2668817,1,28736,"JUL"
2501456,1,28770,"SEP"
1609209,1,28771,"SEP"
2163469,1,28809,"JUN"
3066422,0,28829,"MAY"
1195394,1,28857,"FEB"
1757538,1,28861,"JUL"
1725304,1,28869,"AUG"
2784548,1,28890,"JAN"
2895238,1,28899,"AUG"
2019011,0,28906,"APR"
2836178,1,28913,"FEB"
1358950,1,28928,"AUG"
1922997,1,28962,"JUL"
2089841,1,28971,"AUG"
3283502,1,28975,"SEP"
1807690,1,28979,"AUG"
1466019,1,28996,"FEB"
3186598,1,29025,"OCT"
2196880,1,29044,"MAY"
3575711,1,29060,"JUN"
2150906,1,29069,"APR"
2727499,1,29080,"MAY"
3821428,0,29089,"MAR"
1746288,1,29107,"AUG"
3616992,1,29108,"NOV"
2768723,1,29118,"AUG"
3362670,1,29132,"DEC"
1969606,0,29144,"MAR"
2771889,1,29152,"FEB"
1986361,1,29155,"JAN"
1869734,1,29176,"NOV"
3759832,1,29183,"MAY"
2934631,1,29209,"APR"
3955514,1,29223,"SEP"
1135087,1,29247,"AUG"
3664465,0,29257,"DEC"
2207184,1,29258,"DEC"
1908020,1,29262,"JUN"
1170672,1,29275,"FEB"
1476743,0,29289,"MAY"
3994309,0,29296,"MAR"
2075908,1,29340,"OCT"
2484522,1,29361,"SEP"
1330602,1,29379,"JUL"
1061598,1,29393,"JUL"
3128964,0,29405,"APR"
2394168,1,29421,"JAN"
2023392,1,29434,"APR"
3164870,1,29453,"JAN"
2774177,1,29490,"NOV"
2518202,1,29501,"DEC"
2199803,1,29514,"JUN"
1486492,1,29523,"MAY"
1850080,1,29544,"DEC"
3674867,1,29545,"OCT"
3602556,0,29563,"OCT"
1965568,1,29564,"DEC"
3173904,1,29617,"JUL"
3275056,1,29636,"MAR"
1564076,0,29668,"APR"
3327985,1,29720,"JAN"
1323311,1,29721,"NOV"
2949546,1,29741,"AUG"
1672356,1,29746,"JAN"
1951289,1,29748,"FEB"
3567566,1,29795,"JUL"
2344554,0,29818,"OCT"
2277399,1,29832,"OCT"
2758064,1,29883,"MAR"
3657031,0,29895,"AUG"
1378322,1,29898,"MAY"
1708882,1,29943,"MAY"
2562551,1,29951,"AUG"
1930185,1,29953,"JUL"
2687556,1,29975,"JUL"
2908998,1,30019,"APR"
2615621,1,30028,"JUL"
1133442,1,30073,"MAR"
3002902,1,30105,"MAY"
1763121,1,30115,"SEP"
2528875,0,30205,"DEC"
3788583,1,30239,"MAR"
2478696,1,30245,"APR"
3554835,0,30276,"AUG"
3007301,1,30291,"JUN"
3144217,1,30326,"JAN"
3438421,1,30330,"MAR"
3225052,1,30380,"AUG"
1656841,1,30428,"APR"
1751246,1,30446,"DEC"
2467480,0,30447,"NOV"
2045713,1,30465,"APR"
3748702,0,30478,"OCT"
3847499,1,30501,"JUL"
3951089,1,30532,"JAN"
3477281,1,30545,"FEB"
2688961,1,30556,"MAR"
1261149,1,30566,"JUL"
1778521,1,30603,"MAR"
3010063,1,30676,"SEP"
1229683,1,30721,"OCT"
3383916,1,30726,"FEB"
1963768,1,30734,"JUL"
1198357,1,30766,"JAN"
3115883,0,30767,"MAR"
2952576,0,30770,"SEP"
1483371,1,30830,"AUG"
1540567,1,30903,"MAR"
2597073,1,30914,"AUG"
3540146,1,30934,"JUN"
2103958,1,30936,"JUN"
2432317,1,30964,"JUL"
2119685,1,31003,"JUN"
1631352,1,31023,"FEB"
1323641,1,31033,"SEP"
1846094,1,31048,"JUN"
1611892,1,31057,"AUG"
1962972,1,31063,"JAN"
3199960,0,31148,"MAR"
1336384,1,31177,"OCT"
3131668,1,31218,"JUN"
2093048,1,31275,"SEP"
1755257,1,31282,"FEB"
2517356,1,31294,"APR"
2366502,1,31304,"OCT"
1538761,1,31320,"JUN"
1280329,1,31341,"DEC"
3113104,1,31344,"JUL"
3358683,1,31387,"JAN"
1497739,1,31404,"OCT"
2589460,1,31446,"AUG"
2212101,1,31456,"FEB"
2524633,1,31459,"DEC"
3665614,1,31478,"AUG"
1806380,1,31494,"JUN"
2952726,1,31521,"MAY"
1724996,1,31538,"JAN"
3065536,1,31577,"SEP"
3560352,1,31586,"OCT"
1891565,0,31612,"AUG"
2195945,1,31618,"APR"
2022077,1,31619,"DEC"
3406786,1,31649,"OCT"
2633646,1,31703,"JAN"
3909940,1,31712,"JUL"
2620793,1,31767,"NOV"
3892740,1,31774,"DEC"
1397767,1,31778,"JAN"
3719138,1,31805,"JUL"
3947888,1,31816,"JAN"
1819700,1,31823,"APR"
3851910,1,31846,"NOV"
3542978,1,31866,"AUG"
3421386,1,31903,"JUN"
1178640,1,31986,"MAY"
3369341,1,32015,"MAY"
3231141,1,32024,"SEP"
3321522,1,32025,"FEB"
3961504,1,32042,"JAN"
2910155,1,32069,"JAN"
1056128,1,32105,"APR"
1141612,1,32146,"OCT"
1990616,1,32163,"JAN"
2978614,1,32166,"APR"
1507851,1,32182,"DEC"
2884394,1,32185,"MAY"
1647541,1,32191,"DEC"
2982675,1,32273,"APR"
1750796,1,32288,"SEP"
1195383,1,32299,"AUG"
2438943,1,32338,"JAN"
2244179,1,32357,"FEB"
1451328,1,32369,"OCT"
2117371,0,32403,"NOV"
1139653,1,32450,"AUG"
1685037,1,32453,"NOV"
3412409,1,32485,"JUN"
1676387,1,32503,"APR"
1454224,1,32524,"NOV"
1889610,1,32529,"APR"
3150408,1,32559,"JUL"
3062870,1,32566,"JUN"
1335203,1,32573,"MAR"
2747410,1,32632,"NOV"
3035861,0,32644,"SEP"
1475316,1,32679,"MAY"
1575976,1,32690,"FEB"
3744325,1,32691,"DEC"
3176703,1,32711,"OCT"
1327959,1,32728,"SEP"
2484336,1,32729,"JUN"
2599744,0,32738,"MAR"
3031086,1,32822,"MAR"
2679428,1,32834,"OCT"
2423790,1,32835,"APR"
1190276,0,32839,"APR"
3054133,1,32859,"SEP"
1147843,1,32882,"DEC"
1753301,1,32997,"JUN"
1951799,1,33052,"SEP"
1492306,1,33094,"NOV"
1477864,1,33142,"JAN"
3603455,1,33153,"AUG"
1873056,0,33172,"DEC"
1451741,1,33260,"APR"
1397573,1,33306,"JAN"
3454174,1,33323,"FEB"
1943146,1,33325,"MAR"
2356163,1,33372,"OCT"
2485398,0,33407,"MAR"
1236233,0,33416,"APR"
2752082,1,33423,"FEB"
3112387,1,33430,"FEB"
1152121,1,33438,"FEB"
1768160,1,33454,"APR"
1328532,1,33478,"JUN"
1799394,1,33492,"JUL"
2842032,1,33503,"MAY"
3151394,1,33527,"APR"
3310720,1,33530,"FEB"
3177230,1,33567,"MAY"
2961632,0,33607,"MAR"
2167389,1,33632,"JAN"
2908300,1,33642,"FEB"
1244190,1,33662,"DEC"
2774567,1,33678,"JUL"
2708850,1,33684,"JUL"
3420048,1,33715,"MAR"
3535289,1,33751,"JUN"
3475092,1,33811,"NOV"
2902437,1,33821,"JAN"
1538050,1,33831,"FEB"
1545390,1,33847,"JUL"
3827445,1,33907,"NOV"
3709370,1,33946,"JAN"
3375825,0,34015,"MAR"
3996270,1,34053,"SEP"
1331262,1,34086,"DEC"
2251692,1,34120,"MAY"
2565461,1,34149,"FEB"
2673363,1,34152,"MAY"
1890513,1,34189,"JUL"
1060663,1,34218,"JUL"
2535484,1,34238,"NOV"
2577443,1,34254,"JUN"
2799988,1,34273,"JUL"
2962443,1,34274,"NOV"
3971169,1,34287,"FEB"
2225452,1,34288,"JAN"
1799037,1,34318,"FEB"
2835734,1,34331,"DEC"
3899421,1,34350,"NOV"
3571643,1,34355,"JUL"
3338578,1,34376,"APR"
1568292,1,34379,"JUL"
2738597,0,34454,"NOV"
1540163,1,34457,"MAY"
3407347,1,34470,"JAN"
3509573,0,34487,"SEP"
1251311,1,34508,"JUN"
3880209,1,34567,"JUN"
2184043,1,34581,"AUG"
1993568,1,34582,"JAN"
3028790,1,34596,"JUN"
1674056,1,34606,"SEP"
2023238,1,34622,"JAN"
2023646,0,34639,"MAR"
2196989,1,34664,"JUN"
3609616,1,34703,"DEC"
1897329,1,34707,"NOV"
2335332,1,34713,"APR"
3837470,1,34730,"JUL"
1321762,1,34734,"OCT"
2341000,1,34745,"SEP"
3280988,1,34823,"NOV"
2774697,1,34899,"SEP"
3225568,1,34906,"JUN"
2494634,1,34913,"AUG"
3430819,1,34937,"JUL"
3075505,1,34961,"OCT"
1519180,0,34962,"APR"
1036043,1,34965,"MAR"
1877380,1,34982,"AUG"
1474664,1,35050,"APR"
3532611,1,35062,"SEP"
1459187,1,35071,"JUN"
1859620,1,35102,"JUL"
2462558,1,35126,"AUG"
3613651,1,35162,"OCT"
3052873,1,35163,"DEC"
1016306,1,35169,"JUN"
2070428,1,35186,"FEB"
3876458,1,35195,"SEP"
3072711,1,35200,"MAR"
2038807,1,35211,"DEC"
3152266,1,35227,"DEC"
3990806,1,35232,"OCT"
3469850,1,35233,"DEC"
3244042,0,35240,"DEC"
3895647,1,35286,"JUL"
1472923,1,35307,"JUL"
1483278,1,35310,"MAY"
1637424,1,35314,"APR"
2986614,1,35365,"FEB"
1396311,1,35369,"JAN"
3341061,1,35370,"SEP"
1846746,1,35376,"SEP"
1316237,1,35407,"AUG"
3947409,1,35456,"JAN"
2589190,1,35463,"NOV"
3366358,0,35484,"MAR"
1401973,1,35538,"JUN"
3132202,1,35546,"MAY"
3518517,1,35548,"SEP"
2266681,1,35559,"APR"
1963940,1,35561,"MAR"
1523011,1,35609,"AUG"
2838112,1,35612,"JUL"
2343785,1,35614,"SEP"
3249481,1,35625,"FEB"
1384642,1,35643,"JAN"
2339065,1,35646,"JUL"
2154397,1,35657,"MAY"
2272980,1,35707,"OCT"
1695966,1,35737,"JUL"
1614479,1,35742,"JUL"
1832608,1,35772,"FEB"
1060521,1,35777,"JAN"
1422795,1,35791,"MAR"
1417809,1,35801,"MAY"
2177883,1,35810,"MAY"
3105619,1,35856,"MAR"
2219675,1,35867,"MAY"
1194124,1,35888,"JAN"
2657339,1,35896,"JAN"
1702187,1,35913,"JAN"
1265881,1,35919,"JAN"
3157201,1,35940,"AUG"
2853318,1,35947,"OCT"
3324341,1,35972,"JUL"
3225250,1,35980,"JUL"
2906769,1,35988,"MAY"
3109854,1,36014,"JUL"
3808975,1,36031,"MAY"
3255426,1,36100,"DEC"
3045659,1,36161,"AUG"
1765004,1,36163,"SEP"
1670256,0,36241,"NOV"
1905103,1,36290,"MAR"
3981318,1,36293,"MAR"
2793622,1,36294,"JAN"
1417495,1,36295,"MAR"
3581420,1,36313,"FEB"
1637869,1,36322,"OCT"
3919814,1,36339,"JAN"
1398943,1,36364,"DEC"
3763608,1,36369,"MAR"
1440798,1,36403,"JUN"
3720450,1,36411,"FEB"
1699439,0,36445,"MAR"
2312962,1,36447,"OCT"
2018408,1,36454,"NOV"
2175034,1,36559,"JUL"
1975282,1,36574,"FEB"
2534577,0,36586,"NOV"
1762742,1,36649,"AUG"
3591115,1,36666,"SEP"
1801649,1,36677,"MAR"
2158129,1,36700,"JUL"
2109110,1,36733,"JAN"
1427502,1,36762,"JUL"
2534630,1,36791,"FEB"
3262090,1,36811,"JAN"
1498721,1,36827,"NOV"
3958670,1,36834,"APR"
3967628,1,36850,"DEC"
3715455,1,36905,"FEB"
3714906,1,36924,"NOV"
2785174,1,36949,"JUN"
3604627,0,36964,"MAR"
3974789,1,36992,"SEP"
3471300,0,36999,"NOV"
2857164,1,37000,"APR"
3971961,1,37050,"SEP"
2690922,1,37078,"MAY"
2147146,0,37089,"NOV"
1211317,1,37138,"JUL"
2590885,1,37177,"AUG"
3077252,1,37196,"MAR"
1153822,1,37226,"SEP"
1226120,1,37251,"JUN"
3133454,1,37304,"JAN"
1807179,1,37327,"MAY"
2465270,1,37339,"JUL"
2520149,1,37375,"SEP"
2868946,1,37421,"JUL"
1233618,1,37450,"SEP"
2477002,1,37460,"OCT"
2689945,1,37545,"JAN"
2359297,1,37599,"OCT"
1407572,1,37674,"APR"
1203445,1,37693,"JUN"
3741800,1,37734,"MAR"
3397839,1,37735,"JUN"
1851254,1,37740,"APR"
2833512,1,37787,"OCT"
3063923,1,37805,"APR"
1248924,1,37807,"APR"
3384223,1,37813,"AUG"
2418711,0,37815,"DEC"
2014912,1,37869,"MAY"
1388331,1,37880,"JAN"
1771174,1,37897,"SEP"
3785605,1,37927,"MAR"
3251223,1,37930,"SEP"
3870890,1,37940,"AUG"
2956795,1,38000,"JUN"
2558188,1,38017,"NOV"
3959163,0,38038,"NOV"
1412719,1,38039,"MAR"
3816815,1,38051,"JUN"
3020065,1,38069,"OCT"
1051767,1,38071,"SEP"
3040481,1,38074,"JAN"
3711413,1,38117,"NOV"
2705756,0,38125,"SEP"
2188497,1,38127,"OCT"
1677516,1,38130,"APR"
2587105,1,38147,"FEB"
3293080,1,38150,"JUN"
2451052,1,38173,"OCT"
3252853,1,38178,"FEB"
2489812,1,38232,"SEP"
3861686,1,38233,"JUN"
3338389,1,38234,"MAY"
1162982,1,38245,"MAR"
1091297,1,38268,"APR"
3402923,1,38273,"MAY"
1552434,1,38290,"AUG"
2288598,1,38355,"OCT"
1562442,1,38379,"MAY"
3567040,1,38391,"MAY"
1991789,1,38416,"NOV"
1883499,1,38420,"OCT"
2896835,1,38428,"APR"
2961532,1,38429,"MAR"
3399670,1,38455,"NOV"
3151505,1,38459,"JUN"
3297233,1,38511,"OCT"
2513424,0,38526,"APR"
1369497,1,38548,"JUL"
1009426,1,38556,"APR"
3660496,1,38573,"OCT"
3574748,1,38615,"MAR"
1849235,1,38642,"NOV"
2511899,1,38647,"FEB"
3694180,0,38673,"MAR"
3267913,0,38695,"MAR"
1395344,1,38701,"FEB"
1637621,1,38708,"NOV"
1415338,1,38735,"MAY"
3365767,1,38746,"APR"
3386387,1,38751,"MAY"
2102457,1,38762,"OCT"
3997112,1,38777,"OCT"
2549348,1,38778,"MAY"
3746362,0,38833,"MAR"
2612064,1,38849,"OCT"
2875392,1,38851,"JUL"
1273535,1,38874,"APR"
3701029,1,38893,"MAY"
2071723,0,38899,"DEC"
1635719,0,38915,"NOV"
3728889,1,38919,"OCT"
1995170,0,38953,"JUL"
1693237,1,38974,"APR"
1977133,1,38987,"APR"
3506944,1,38998,"FEB"
1177538,1,38999,"JUL"
1564903,1,39014,"MAR"
1185269,1,39020,"MAY"
1131895,1,39038,"JAN"
1235789,1,39073,"AUG"
2588464,1,39100,"JAN"
1764054,0,39105,"MAR"
2272703,1,39139,"AUG"
2217049,1,39167,"JUL"
3163811,1,39188,"NOV"
3471920,1,39308,"SEP"
3913823,1,39334,"APR"
2132654,1,39351,"MAY"
1088881,1,39359,"OCT"
1500369,1,39363,"FEB"
3135986,1,39366,"JAN"
3185250,1,39382,"SEP"
3106794,1,39422,"FEB"
2621063,0,39430,"MAR"
1383515,1,39450,"MAR"
1887214,0,39461,"MAR"
1369253,1,39476,"MAY"
1345828,1,39491,"JUN"
2194255,1,39513,"APR"
2339215,0,39523,"JAN"
3854518,1,39525,"FEB"
3368957,1,39533,"JUN"
2986074,0,39539,"DEC"
3422634,1,39548,"FEB"
3767666,1,39573,"SEP"
3890379,1,39589,"JUN"
1864319,0,39590,"NOV"
2849583,1,39602,"NOV"
3381492,1,39606,"MAY"
1823423,1,39643,"JUL"
3819993,1,39648,"NOV"
3812648,1,39657,"JUN"
2796826,1,39673,"FEB"
1018800,0,39822,"DEC"
1772109,1,39834,"AUG"
2674342,1,39838,"JAN"
1982237,1,39844,"APR"
1734408,1,39864,"JUL"
3444454,1,39880,"SEP"
2707601,1,39882,"MAR"
3840874,0,39885,"APR"
3323788,1,39895,"SEP"
2985113,1,39905,"JUN"
1714376,0,39907,"JAN"
3423200,1,39918,"AUG"
1561476,1,39929,"AUG"
3164009,1,39935,"SEP"
1690217,1,40008,"MAY"
1469926,1,40017,"JAN"
1930157,1,40054,"FEB"
3504243,1,40081,"SEP"
1990053,1,40096,"OCT"
3168304,1,40114,"MAY"
1730114,1,40132,"FEB"
2054365,0,40134,"DEC"
3989052,1,40136,"FEB"
3647373,1,40138,"SEP"
3898375,1,40163,"JAN"
2360397,1,40165,"APR"
2080145,1,40175,"JUN"
2170667,1,40209,"NOV"
1955065,1,40247,"APR"
2277962,1,40252,"JUN"
3580160,1,40256,"APR"
1362969,1,40260,"JUL"
2049440,1,40275,"JUN"
3450373,1,40291,"JUL"
2945053,1,40294,"JUL"
1158360,1,40295,"AUG"
3044560,1,40312,"JUL"
1540379,1,40323,"MAY"
1614949,0,40340,"NOV"
2371664,1,40367,"MAY"
2575851,1,40375,"JAN"
3651633,1,40382,"JAN"
3310670,1,40422,"APR"
2552345,1,40430,"JAN"
1394873,1,40435,"NOV"
1412079,0,40464,"NOV"
2987759,1,40466,"NOV"
2395690,1,40469,"MAR"
2836002,1,40473,"JUN"
2593738,1,40501,"DEC"
2090836,1,40509,"MAR"
3117258,1,40523,"FEB"
2218606,1,40524,"MAY"
1931803,0,40584,"NOV"
3194110,1,40587,"JAN"
3997836,1,40592,"SEP"
2977027,1,40595,"MAR"
2586802,1,40598,"JAN"
1449602,1,40746,"MAY"
3966614,1,40749,"MAR"
2820854,1,40753,"DEC"
3994243,0,40805,"OCT"
2754470,0,40806,"DEC"
3595421,1,40818,"JUN"
3587444,1,40824,"APR"
2407761,1,40845,"MAR"
2398272,0,40853,"MAY"
1059478,1,40863,"SEP"
1555837,1,40880,"APR"
3886371,1,40894,"AUG"
2393180,0,40942,"DEC"
2947249,1,40970,"MAY"
3000804,0,41037,"DEC"
1602722,1,41057,"MAR"
1636274,1,41063,"DEC"
1718551,1,41077,"JUN"
1486240,1,41081,"JUN"
1975170,1,41083,"MAY"
3382571,1,41099,"DEC"
1553966,1,41104,"DEC"
3834207,1,41141,"MAR"
2642600,1,41186,"NOV"
1978863,1,41215,"DEC"
3553129,1,41231,"NOV"
1898286,1,41258,"JUN"
3029227,1,41303,"OCT"
2688744,1,41312,"AUG"
2847763,1,41315,"AUG"
2590174,1,41329,"JUN"
1691565,1,41330,"AUG"
1051005,1,41348,"DEC"
2034693,1,41377,"SEP"
1622219,1,41381,"SEP"
1159419,1,41393,"OCT"
2672102,1,41405,"AUG"
1705406,1,41425,"AUG"
2033983,1,41455,"FEB"
2867015,1,41475,"JUL"
1206090,1,41496,"MAR"
3793712,1,41505,"APR"
3280718,1,41528,"MAR"
2962985,1,41529,"MAY"
3033333,1,41554,"JUL"
3873102,1,41556,"JUL"
2458953,1,41561,"JUL"
1845705,1,41579,"JAN"
3973897,1,41610,"JUL"
1733814,1,41631,"MAR"
1356736,1,41633,"DEC"
1443685,1,41637,"AUG"
2751194,0,41661,"MAY"
1689108,1,41665,"NOV"
2145004,1,41709,"APR"
2078257,1,41712,"DEC"
3279602,1,41728,"FEB"
1808794,1,41740,"OCT"
3086564,1,41752,"APR"
2662335,1,41755,"MAY"
2893792,1,41794,"NOV"
1586948,1,41802,"MAY"
2007029,1,41807,"JAN"
2936853,0,41874,"NOV"
1070612,1,41877,"NOV"
3042099,1,41892,"JUN"
1440030,1,41998,"JAN"
3369419,1,42083,"SEP"
3329647,0,42093,"APR"
2649856,1,42105,"DEC"
1006292,0,42141,"DEC"
2969081,1,42179,"JAN"
1621667,0,42215,"MAY"
1896267,1,42216,"APR"
2889169,1,42257,"MAR"
1710608,1,42286,"MAY"
3095148,1,42313,"MAY"
1351773,1,42329,"AUG"
1507160,1,42338,"MAR"
3402077,0,42372,"DEC"
2362610,1,42414,"MAY"
2413474,1,42446,"MAR"
2149869,1,42452,"OCT"
2261145,1,42457,"JUN"
3273951,1,42462,"JUN"
3381448,1,42487,"OCT"
3153322,1,42488,"OCT"
2496404,0,42496,"DEC"
3859762,1,42525,"JUN"
3317112,1,42561,"OCT"
1767200,1,42564,"NOV"
1846913,1,42629,"AUG"
1132026,0,42630,"OCT"
2486165,1,42654,"AUG"
3971675,0,42662,"NOV"
2735391,1,42716,"AUG"
3528124,1,42728,"AUG"
2628390,0,42751,"NOV"
2983606,1,42755,"MAY"
2622858,1,42756,"MAR"
3868461,1,42790,"JAN"
1063644,0,42798,"OCT"
1588568,1,42802,"AUG"
3613777,1,42827,"MAY"
1858026,1,42831,"MAY"
3161926,1,42862,"SEP"
1206621,1,42864,"MAY"
2818277,1,42872,"JAN"
2645149,0,42902,"DEC"
1977463,1,42917,"DEC"
3321575,1,42929,"FEB"
3416703,0,42930,"NOV"
2430754,1,42934,"JUN"
3125093,1,42972,"SEP"
2229775,1,42975,"APR"
3338963,1,42988,"FEB"
3255503,1,42992,"NOV"
1432363,1,43002,"NOV"
2466613,0,43047,"NOV"
2932137,0,43083,"NOV"
2340384,0,43085,"DEC"
2210137,1,43111,"MAY"
1091871,1,43113,"JAN"
3622054,1,43115,"FEB"
3589600,1,43128,"JUL"
3673564,1,43168,"MAR"
1809403,1,43177,"JUL"
1155100,1,43218,"SEP"
1664474,1,43220,"NOV"
1542363,1,43236,"JAN"
3980069,1,43239,"FEB"
1874578,1,43274,"JAN"
2139186,1,43283,"MAR"
1363592,1,43335,"JAN"
3929201,1,43338,"JUL"
1061883,1,43383,"SEP"
3131548,1,43391,"OCT"
3461307,0,43400,"JUL"
3299950,1,43408,"AUG"
3882551,1,43416,"APR"
2902977,1,43432,"APR"
2632974,1,43489,"NOV"
1196011,1,43510,"NOV"
3064557,0,43515,"NOV"
3955203,1,43570,"FEB"
3859405,1,43583,"AUG"
2650829,0,43603,"MAY"
2788924,1,43605,"SEP"
3699150,1,43612,"JAN"
3191811,1,43657,"DEC"
1819455,1,43674,"AUG"
2463062,1,43677,"FEB"
2366797,1,43687,"MAY"
1193859,1,43704,"APR"
1036512,1,43728,"OCT"
2548758,0,43738,"AUG"
1552010,1,43749,"AUG"
1335206,1,43829,"JUL"
2109281,0,43833,"DEC"
1009031,1,43908,"MAY"
1333033,1,43958,"APR"
2893494,1,43985,"APR"
3968291,1,43995,"OCT"
2610665,1,43996,"JUN"
1951717,0,44019,"DEC"
3206608,1,44021,"JUL"
1361025,1,44054,"FEB"
3772244,1,44082,"FEB"
3755912,1,44127,"JUN"
3070466,0,44143,"AUG"
1725720,1,44159,"JAN"
1918013,1,44162,"NOV"
3327621,1,44164,"OCT"
2661274,0,44165,"MAR"
2102555,1,44168,"FEB"
2542352,1,44177,"MAY"
3914507,0,44196,"MAR"
1347903,1,44202,"JAN"
1189396,1,44219,"SEP"
1987502,1,44247,"NOV"
2268556,1,44259,"JUL"
2198238,1,44270,"APR"
3163952,1,44278,"JAN"
3468754,1,44328,"JUL"
1197785,1,44329,"JUN"
2237597,0,44358,"OCT"
1254587,1,44380,"MAY"
3935276,1,44409,"APR"
1520541,1,44413,"JUN"
2511178,1,44441,"JUL"
3767291,0,44473,"DEC"
2568105,1,44516,"MAR"
2012190,1,44519,"AUG"
2302066,1,44521,"AUG"
2067587,1,44571,"MAY"
1828741,1,44637,"FEB"
2817998,1,44654,"DEC"
3957335,1,44662,"AUG"
1546069,1,44667,"JAN"
2543355,1,44689,"JUL"
1425134,1,44699,"APR"
3602293,1,44757,"JUL"
3797216,0,44777,"DEC"
2090215,1,44785,"JUL"
2320491,0,44809,"MAY"
2036454,1,44813,"APR"
1038579,1,44820,"DEC"
2009269,1,44824,"SEP"
3327283,0,44832,"DEC"
3156715,1,44834,"MAY"
3743994,1,44852,"FEB"
2187365,0,44876,"NOV"
1566230,1,44885,"MAY"
3716783,1,44886,"JUL"
2318587,1,44887,"MAR"
2745453,1,44895,"MAR"
2497538,1,44919,"APR"
2508711,1,44932,"FEB"
1309065,1,44934,"JUN"
3669647,0,44965,"FEB"
2697388,0,44989,"MAR"
2501455,0,44992,"JUL"
1882184,1,45017,"FEB"
3029188,1,45024,"MAY"
2843497,1,45047,"OCT"
3873856,1,45055,"JAN"
3223919,1,45088,"FEB"
2008478,1,45118,"MAY"
1172281,1,45178,"OCT"
1174571,0,45192,"MAY"
2380871,1,45200,"NOV"
2292888,1,45221,"MAY"
3680249,1,45224,"JUL"
1433503,1,45232,"APR"
1382502,1,45236,"JAN"
3342336,1,45271,"FEB"
2681686,1,45286,"JUN"
1984208,1,45348,"FEB"
3738548,1,45367,"NOV"
3819988,1,45380,"JAN"
1166076,1,45409,"JUN"
1540735,1,45413,"SEP"
3205849,1,45421,"APR"
2422344,1,45440,"AUG"
2986772,1,45449,"SEP"
1507495,1,45472,"FEB"
1201163,0,45473,"NOV"
1191861,1,45493,"MAY"
1982447,1,45499,"MAY"
1701394,1,45507,"JAN"
2142524,1,45513,"FEB"
2091520,1,45531,"MAR"
3588320,0,45534,"MAR"
1677507,1,45559,"DEC"
1818598,1,45572,"APR"
2466954,1,45590,"MAR"
1084060,1,45596,"MAR"
1936734,0,45598,"MAR"
1011633,1,45602,"APR"
3342778,1,45617,"JUN"
3463991,1,45654,"JAN"
3996052,1,45663,"JUL"
1551193,1,45670,"FEB"
1743106,1,45734,"OCT"
2461166,1,45751,"DEC"
1094519,0,45854,"DEC"
2217870,1,45864,"MAR"
1222291,0,45899,"DEC"
3618338,1,45922,"JAN"
3648945,1,45935,"MAY"
1325638,1,45976,"AUG"
1370697,0,45984,"NOV"
3372677,1,46041,"JAN"
2626832,1,46072,"NOV"
2487709,0,46086,"DEC"
2952249,0,46096,"NOV"
1442209,1,46116,"JUN"
1755009,1,46147,"JUL"
2830312,1,46154,"JUL"
2504188,1,46169,"MAY"
2409859,1,46176,"JUL"
2578355,1,46194,"APR"
2319803,1,46195,"APR"
3296075,1,46212,"JUL"
1848563,1,46220,"JUL"
1215818,0,46224,"OCT"
2860112,1,46234,"JUL"
2898048,1,46243,"DEC"
3704066,1,46251,"JUL"
1387464,0,46259,"DEC"
1221352,1,46308,"NOV"
2448385,1,46342,"JUN"
3969259,0,46347,"MAR"
3586045,0,46352,"MAR"
1203570,1,46402,"MAR"
2998152,1,46427,"JAN"
3552722,0,46490,"OCT"
2716052,1,46495,"OCT"
1336361,1,46529,"SEP"
3428953,1,46543,"SEP"
